,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,mean_12m_price_off_peak_var,mean_12m_price_peak_var,mean_12m_price_mid_peak_var,mean_12m_price_off_peak_fix,mean_12m_price_peak_fix,mean_12m_price_mid_peak_fix,mean_12m_price_off_peak,mean_12m_price_peak,mean_12m_price_mid_peak,mean_6m_price_off_peak_var,mean_6m_price_peak_var,mean_6m_price_mid_peak_var,mean_6m_price_off_peak_fix,mean_6m_price_peak_fix,mean_6m_price_mid_peak_fix,mean_6m_price_off_peak,mean_6m_price_peak,mean_6m_price_mid_peak,mean_3m_price_off_peak_var,mean_3m_price_peak_var,mean_3m_price_mid_peak_var,mean_3m_price_off_peak_fix,mean_3m_price_peak_fix,mean_3m_price_mid_peak_fix,mean_3m_price_off_peak,mean_3m_price_peak,mean_3m_price_mid_peak,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,peak_diff_dec_january_var,peak_diff_dec_january_fix,mid_peak_diff_dec_january_var,mid_peak_diff_dec_january_fix,diff_var_off_peak,diff_var_off_mid,diff_var_mid_peak,diff_fix_off_peak,diff_fix_off_mid,diff_fix_mid_peak,max_price_off_peak_var,max_price_peak_var,max_price_mid_peak_var,max_price_off_peak_fix,max_price_peak_fix,max_price_mid_peak_fix,total_days,date_activ_days,date_end_days,date_modif_prod_days,date_renewal_days,channel_MISSING,channel_epumfxlbckeskwekxbiuasklxalciiuu,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_fixdbufsefwooaasfcxdxadsiekoceaa,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_sddiedcslfslkckwlfkdpoeeailfpeds,origin_MISSING,origin_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_ldkssxwpmemidmecebumciepifcamkci,origin_lxidpiddsbxsbosboudacockeimpuepw,origin_usapbepcfoloekilkwsdiboslwaxobdp,has_gas_0,churn,churn_probability
0,4.173390251465195,4.193597610298094,3.165541076722373,3.1683678240260544,3.165541076722373,0.0,2.0738282844011087,0.114667,0.099548,40.606701,2.1509405539654773,3.24,3.24,2,2.2620474592614253,6,17.320999999999998,0.1237771666666666,0.1037247499999999,0.0735608333333333,40.6066995,24.36401714,16.24267836,40.73047666666666,24.467741890000003,16.31623919333333,0.1199883333333333,0.1020215,0.0736346666666666,40.647429,24.38845404,16.25896896,40.76741733333333,24.49047554,16.332603626666668,0.1178513333333333,0.1013943333333333,0.0738183333333333,40.728885,24.43733004,16.29155496,40.84673633333333,24.538724373333327,16.36537329333333,-0.009908000000000014,0.16291560000000516,-0.004226999999999995,0.09774935999999812,0.00013799999999999923,0.06516623999999993,0.020052416666666684,0.050216333333333335,-0.03016391666666665,16.242682359999996,24.36402114,-8.121338780000002,0.127566,0.105428,0.074205,40.728885,24.43733004,16.29155496,2468,2491,23,397,388,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.064
1,4.0750357259221905,0.0,3.0034605321095067,3.3059980295498876,3.0034605321095067,30.0,1.2550311633455513,0.198096,0.0,46.30537836,2.30612467073653,30.9,30.9,2,1.9356080185178692,5,13.2,0.1738589166666666,0.0,0.0,45.370635660000005,0.0,0.0,45.54449457666667,0.0,0.0,0.2008856666666666,0.0,0.0,46.44471036000001,0.0,0.0,46.645596026666674,0.0,0.0,0.2001419999999999,0.0,0.0,46.44471036000001,0.0,0.0,46.64485236000001,0.0,0.0,0.05340799999999998,2.1777792000000034,0.0,0.0,0.0,0.0,0.17385891666666667,0.17385891666666667,0.0,45.370635660000005,45.370635660000005,0.0,0.204604,0.0,0.0,46.44471036,0.0,0.0,2195,2280,85,451,453,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.124
2,3.848435455331471,0.0,0.0,2.756567650130143,0.0,0.0,1.2893659515200318,0.141434,0.0,44.31137796,0.0,10.08,10.08,1,1.6742179455767,6,10.39,0.1469212499999999,0.0,0.0,44.35582036,0.0,0.0,44.50274161,0.0,0.0,0.1438271666666666,0.0,0.0,44.44470995999999,0.0,0.0,44.58853712666666,0.0,0.0,0.143306,0.0,0.0,44.44470995999999,0.0,0.0,44.58801595999999,0.0,0.0,-0.006904999999999911,0.17777879999999868,0.0,0.0,0.0,0.0,0.14692124999999998,0.14692124999999998,0.0,44.355820359999996,44.355820359999996,0.0,0.1502109999999999,0.0,0.0,44.44470996,0.0,0.0,2557,2645,88,509,453,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.051
3,4.345432547499147,0.0,0.0,3.516690026582976,0.0,0.0,1.3049211619008918,0.142996,0.0,44.31137796,0.0,29.76,29.76,1,2.50343656830336,6,13.2,0.1479648333333333,0.0,0.0,44.26693036,0.0,0.0,44.41489519333334,0.0,0.0,0.1461836666666666,0.0,0.0,44.26692996,0.0,0.0,44.41311362666666,0.0,0.0,0.14544,0.0,0.0,44.26692996,0.0,0.0,44.41236996,0.0,0.0,-0.0039939999999998865,-1.1999999998124622e-06,0.0,0.0,0.0,0.0,0.14796483333333332,0.14796483333333332,0.0,44.26693036,44.26693036,0.0,0.149902,0.0,0.0,44.26693116,0.0,0.0,2191,2485,294,351,658,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.08417777777777778
4,4.185655458920215,0.0,3.355834495884936,3.2081483238234627,3.355834495884936,0.0,2.1230672437365663,0.120372,0.103487,40.606701,2.361293324243575,26.76,26.76,1,2.2826221128780624,4,19.8,0.1277973333333333,0.1072609166666666,0.0764882499999999,40.68815609999999,24.4128927,16.2752634,40.81595343333333,24.52015361666667,16.35175165,0.1247481666666666,0.1058498333333333,0.0772099999999999,40.728885,24.43733004,16.29155496,40.85363316666667,24.54317987333333,16.36876496,0.123388,0.105155,0.077201,40.728885,24.43733004,16.29155496,40.852273,24.542485039999995,16.368755959999998,-0.006756000000000012,0.16291560000000516,-0.0028650000000000064,0.09774935999999812,0.002923000000000009,0.06516623999999993,0.020536416666666682,0.05130908333333338,-0.030772666666666698,16.275263399999993,24.412892699999993,-8.1376293,0.131549,0.109324,0.0772549999999999,40.728885,24.43733004,16.29155496,1461,1731,270,1731,633,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.072
5,4.035629827790439,0.0,3.1166077439882485,3.059885138559698,2.886490725172482,0.0,1.1714339009430081,0.142881,0.0,45.30837756,2.0499541480220462,17.64,17.64,1,1.9919345497189478,5,12.5,0.1483138333333333,0.0,0.0,44.49285706,0.0,0.0,44.64117089333333,0.0,0.0,0.1453796666666666,0.0,0.0,44.71878316,0.0,0.0,44.86416282666666,0.0,0.0,0.1446016666666666,0.0,0.0,45.11137636,0.0,0.0,45.25597802666667,0.0,0.0,-0.006877999999999995,1.1777784000000011,0.0,0.0,0.0,0.0,0.14831383333333334,0.14831383333333334,0.0,44.49285706,44.49285706,0.0,0.151635,0.0,0.0,45.44470956,0.0,0.0,2192,2240,48,463,413,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.16
6,5.962232916415726,0.0,4.8223250249151945,3.504776596038832,0.0,0.0,1.4442009888641594,0.1640579999999999,0.086163,44.31137796,0.0,23.4,23.4,1,2.5284153019361395,6,10.392,0.1680113333333333,0.0864189166666666,0.0,44.26693056,0.0,0.0,44.43494189333333,0.0864189166666666,0.0,0.1661553333333333,0.0864534999999999,0.0,44.26692996,0.0,0.0,44.433085293333335,0.0864534999999999,0.0,0.165384,0.086328,0.0,44.26692996,0.0,0.0,44.43231396,0.086328,0.0,-0.004194000000000003,-1.1999999998124622e-06,0.0013370000000000049,0.0,0.0,0.0,0.0815924166666667,0.16801133333333332,-0.08641891666666662,44.26693056,44.26693056,0.0,0.170012,0.0870809999999999,0.0,44.26693116,0.0,0.0,2133,2436,303,2436,667,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.025
7,3.413467412985825,0.0,0.0,2.594867472862688,0.0,0.0,1.3117538610557542,0.146348,0.0,45.80687796,0.0,28.56,28.56,1,1.745309059940828,6,11.4,0.1499535,0.0,0.0,44.54656036,0.0,0.0,44.69651386,0.0,0.0,0.148272,0.0,0.0,44.82618996,0.0,0.0,44.97446196,0.0,0.0,0.1478836666666666,0.0,0.0,45.38544996,0.0,0.0,45.53333362666666,0.0,0.0,-0.0033959999999999824,1.6777787999999987,0.0,0.0,0.0,0.0,0.1499535,0.1499535,0.0,44.54656036,44.54656036,0.0,0.151635,0.0,0.0,45.94470996,0.0,0.0,2500,2534,34,2534,399,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.266
8,6.758264432290261,0.0,5.887169273453673,3.392095205747934,3.473632926873841,0.0,2.161906792067279,0.115174,0.098837,40.606701,2.429558499461421,15.24,15.24,1,2.4666155674923718,5,19.8,0.1230155,0.1024218333333333,0.0729398333333333,40.728885,24.43733004,16.29155496,40.8519005,24.53975187333333,16.364494793333332,0.119558,0.1010426666666666,0.0740656666666666,40.728885,24.43733004,16.29155496,40.848443,24.538372706666664,16.365620626666665,0.1181749999999999,0.100491,0.074516,40.728885,24.43733004,16.29155496,40.84706,24.53782104,16.36607096,-0.008298,0.0,-0.0033100000000000074,0.0,0.002701999999999996,0.0,0.020593666666666663,0.05007566666666667,-0.029482000000000008,16.291554960000003,24.43733004,-8.145775079999996,0.126473,0.103801,0.074516,40.728885,24.43733004,16.29155496,1827,1965,138,1965,503,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.016
9,6.194266459670151,5.609590140953809,5.136035299737171,3.8902113666211715,0.0,0.0,1.9491947742379823,0.1640579999999999,0.086163,44.31137796,0.0,29.76,29.76,2,2.4782056360118823,6,13.2,0.1680475,0.0865930833333332,0.0,44.26693026,0.0,0.0,44.43497776,0.0865930833333332,0.0,0.1661553333333333,0.0864534999999999,0.0,44.26692996,0.0,0.0,44.433085293333335,0.0864534999999999,0.0,0.165384,0.086328,0.0,44.26692996,0.0,0.0,44.43231396,0.086328,0.0,-0.004194000000000003,-1.1999999998124622e-06,0.0013370000000000049,0.0,0.0,0.0,0.08145441666666674,0.16804750000000002,-0.08659308333333328,44.26693026,44.26693026,0.0,0.170012,0.0870809999999999,0.0,44.26693116,0.0,0.0,2557,2501,-56,2501,309,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.044
